libfontenc1:amd64	1:1.1.8-1build2
libfreetype6:amd64	2.14.2+dfsg-1ubuntu0.1
libfribidi0:amd64	1.0.16-5
libfuse3-4:amd64	3.18.2-1
libgbm1:amd64	26.0.8-1ubuntu0.3
libgcc-s1:amd64	16-20260322-1ubuntu1
libgcrypt20:amd64	1.12.0-2
libgdbm-compat4t64:amd64	1.26-1build1
libgdbm6t64:amd64	1.26-1build1
libgdk-pixbuf-2.0-0:amd64	2.44.5+dfsg-4ubuntu1
libgdk-pixbuf2.0-common	2.44.5+dfsg-4ubuntu1
libgfortran5:amd64	16-20260322-1ubuntu1
libgl1:amd64	1.7.0-3
libgl1-mesa-dri:amd64	26.0.8-1ubuntu0.3
libglib2.0-0t64:amd64	2.88.0-1
libglib2.0-bin	2.88.0-1
libglib2.0-data	2.88.0-1
libglvnd0:amd64	1.7.0-3
libglx-mesa0:amd64	26.0.8-1ubuntu0.3
libglx0:amd64	1.7.0-3
libglycin-2-0:amd64	2.1.1+ds-0ubuntu1
libgme0:amd64	0.6.4-1
libgmp10:amd64	2:6.3.0+dfsg-5ubuntu2
libgnutls30t64:amd64	3.8.12-2ubuntu1.1
libgomp1:amd64	16-20260322-1ubuntu1
libgpg-error0:amd64	1.58-2
libgpgme45:amd64	2.0.1-2build1
libgpgmepp7:amd64	2.0.0-2
libgpm2:amd64	1.20.7-12build1
libgraphite2-3:amd64	1.3.14-11ubuntu1.1
libgsm1:amd64	1.0.23-2
libgssapi-krb5-2:amd64	1.22.1-2ubuntu4.1
libgstreamer-plugins-base1.0-0:amd64	1.28.2-1
libgstreamer1.0-0:amd64	1.28.2-1
libgudev-1.0-0:amd64	1:238-7build1
libharfbuzz-subset0:amd64	12.3.2-2
libharfbuzz0b:amd64	12.3.2-2
libheif-plugin-aomdec:amd64	1.21.2-3ubuntu0.4
libheif1:amd64	1.21.2-3ubuntu0.4
libhogweed6t64:amd64	3.10.2-1
libhwloc15:amd64	2.13.0-2
libhwy1t64:amd64	1.3.0-2
libice6:amd64	2:1.1.1-1build1
libicu78:amd64	78.2-2ubuntu1
libidn2-0:amd64	2.3.8-4build1
libiec61883-0:amd64	1.2.0-8
libimobiledevice-1.0-6:amd64	1.4.0-1build1
libimobiledevice-glue-1.0-0	1.3.2-2build1
libinih1:amd64	61-1ubuntu1
libinireader0:amd64	61-1ubuntu1
libinput-bin	1.31.1-1ubuntu1.1
libinput10:amd64	1.31.1-1ubuntu1.1
libjansson4:amd64	2.14-2build4
libjbig0:amd64	2.1-6.1ubuntu3
libjpeg-turbo8:amd64	2.1.5-4ubuntu4
libjpeg8:amd64	8c-2ubuntu12
libjson-c5:amd64	0.18+ds-3
libjson-glib-1.0-0:amd64	1.10.8+ds-2
libjson-glib-1.0-common	1.10.8+ds-2
libjxl0.11:amd64	0.11.1-6ubuntu4.2
libk5crypto3:amd64	1.22.1-2ubuntu4.1
libkaccounts6-2:amd64	4:25.12.3-0ubuntu1
libkdecorations3-6:amd64	4:6.6.4-0ubuntu1
libkdecorations3private2:amd64	4:6.6.4-0ubuntu1
libkeyutils1:amd64	1.6.3-6ubuntu3
libkf6archive-data	6.24.0-0ubuntu1
libkf6archive6:amd64	6.24.0-0ubuntu1
libkf6attica6:amd64	6.24.0-0ubuntu1
libkf6auth-data	6.24.0-0ubuntu1
libkf6authcore6:amd64	6.24.0-0ubuntu1
libkf6baloo6:amd64	6.24.0-0ubuntu1
libkf6balooengine6:amd64	6.24.0-0ubuntu1
libkf6baloowidgets6:amd64	4:25.12.3-0ubuntu1
libkf6bluezqt-data	6.24.0-0ubuntu1
libkf6bluezqt6:amd64	6.24.0-0ubuntu1
libkf6bookmarks-data	6.24.0-0ubuntu1
libkf6bookmarks6:amd64	6.24.0-0ubuntu1
libkf6bookmarkswidgets6:amd64	6.24.0-0ubuntu1
libkf6breezeicons6:amd64	6.24.0-0ubuntu1
libkf6codecs-data	6.24.0-0ubuntu1
libkf6codecs6:amd64	6.24.0-0ubuntu1
libkf6colorscheme-data	6.24.0-0ubuntu1
libkf6colorscheme6:amd64	6.24.0-0ubuntu1
libkf6completion-data	6.24.0-0ubuntu1
libkf6completion6:amd64	6.24.0-0ubuntu1
libkf6config-data	6.24.0-0ubuntu1
libkf6configcore6:amd64	6.24.0-0ubuntu1
libkf6configgui6:amd64	6.24.0-0ubuntu1
libkf6configqml6:amd64	6.24.0-0ubuntu1
libkf6configwidgets-data	6.24.0-0ubuntu1
libkf6configwidgets6:amd64	6.24.0-0ubuntu1
libkf6coreaddons-data	6.24.0-0ubuntu1
libkf6coreaddons6:amd64	6.24.0-0ubuntu1
libkf6crash6:amd64	6.24.0-0ubuntu1
libkf6dbusaddons-data	6.24.0-0ubuntu1
libkf6dbusaddons6:amd64	6.24.0-0ubuntu1
libkf6doctools6:amd64	6.24.0-0ubuntu1
libkf6filemetadata-bin:amd64	6.24.0-0ubuntu1
libkf6filemetadata-data	6.24.0-0ubuntu1
libkf6filemetadata3:amd64	6.24.0-0ubuntu1
libkf6globalaccel-data	6.24.0-0ubuntu1
libkf6globalaccel6:amd64	6.24.0-0ubuntu1
libkf6guiaddons-data	6.24.0-0ubuntu1.1
libkf6guiaddons6:amd64	6.24.0-0ubuntu1.1
libkf6i18n-data	6.24.0-0ubuntu1
libkf6i18n6:amd64	6.24.0-0ubuntu1
libkf6i18nqml6:amd64	6.24.0-0ubuntu1
libkf6iconthemes-data	6.24.0-0ubuntu2
libkf6iconthemes6:amd64	6.24.0-0ubuntu2
libkf6iconwidgets6:amd64	6.24.0-0ubuntu2
libkf6idletime6:amd64	6.24.0-0ubuntu1
libkf6itemmodels6:amd64	6.24.0-0ubuntu1
libkf6itemviews-data	6.24.0-0ubuntu1
libkf6itemviews6:amd64	6.24.0-0ubuntu1
libkf6jobwidgets-data	6.24.0-0ubuntu1
libkf6jobwidgets6:amd64	6.24.0-0ubuntu1
libkf6kcmutils-data	6.24.0-0ubuntu1
libkf6kcmutils6:amd64	6.24.0-0ubuntu1
libkf6kcmutilscore6:amd64	6.24.0-0ubuntu1
libkf6kcmutilsquick6:amd64	6.24.0-0ubuntu1
libkf6kiocore6:amd64	6.24.0-0ubuntu1
libkf6kiofilewidgets6:amd64	6.24.0-0ubuntu1
libkf6kiogui6:amd64	6.24.0-0ubuntu1
libkf6kiowidgets6:amd64	6.24.0-0ubuntu1
libkf6modemmanagerqt6:amd64	6.23.0-0ubuntu1
libkf6networkmanagerqt6:amd64	6.24.0-0ubuntu1
libkf6newstuff-data	6.24.0-0ubuntu1
libkf6newstuffcore6:amd64	6.24.0-0ubuntu1
libkf6newstuffwidgets6:amd64	6.24.0-0ubuntu1
libkf6notifications-data	6.24.0-0ubuntu1
libkf6notifications6:amd64	6.24.0-0ubuntu1
libkf6notifyconfig-data	6.24.0-0ubuntu1
libkf6notifyconfig6:amd64	6.24.0-0ubuntu1
libkf6package-data	6.24.0-0ubuntu1
libkf6package6:amd64	6.24.0-0ubuntu1
libkf6parts-data	6.24.0-0ubuntu1
libkf6parts6:amd64	6.24.0-0ubuntu1
libkf6prison6:amd64	6.24.0-0ubuntu1
libkf6prisonscanner6:amd64	6.24.0-0ubuntu1
libkf6pty-data	6.24.0-0ubuntu1
libkf6pty6:amd64	6.24.0-0ubuntu1
libkf6pulseaudioqt5:amd64	1.7.0-1build1
libkf6purpose-bin:amd64	6.24.0-0ubuntu1
libkf6purpose-data	6.24.0-0ubuntu1
libkf6purpose6:amd64	6.24.0-0ubuntu1
libkf6purposewidgets6:amd64	6.24.0-0ubuntu1
libkf6qqc2desktopstyle-data	6.24.0-0ubuntu1
libkf6runner6:amd64	6.24.0-0ubuntu1
libkf6screen8:amd64	4:6.6.4-0ubuntu1
libkf6screendpms8:amd64	4:6.6.4-0ubuntu1
libkf6service-bin	6.24.0-0ubuntu1
libkf6service-data	6.24.0-0ubuntu1
libkf6service6:amd64	6.24.0-0ubuntu1
libkf6solid-data	6.24.0-0ubuntu1
libkf6solid6:amd64	6.24.0-0ubuntu1
libkf6sonnet-data	6.24.0-0ubuntu1
libkf6sonnetcore6:amd64	6.24.0-0ubuntu1
libkf6sonnetui6:amd64	6.24.0-0ubuntu1
libkf6statusnotifieritem-data	6.24.0-0ubuntu1
libkf6statusnotifieritem6:amd64	6.24.0-0ubuntu1
libkf6su-bin	6.24.0-0ubuntu1
libkf6su-data	6.24.0-0ubuntu1
libkf6su6:amd64	6.24.0-0ubuntu1
libkf6svg6:amd64	6.24.0-0ubuntu1
libkf6syndication6:amd64	6.24.0-0ubuntu1
libkf6textwidgets-data	6.24.0-0ubuntu1
libkf6textwidgets6:amd64	6.24.0-0ubuntu1
libkf6userfeedback-data	6.24.0-0ubuntu1
libkf6userfeedbackcore6:amd64	6.24.0-0ubuntu1
libkf6userfeedbackwidgets6:amd64	6.24.0-0ubuntu1
libkf6wallet-data	6.24.0-0ubuntu1
libkf6wallet6:amd64	6.24.0-0ubuntu1
libkf6walletbackend6:amd64	6.24.0-0ubuntu1
libkf6widgetsaddons-data	6.24.0-0ubuntu1
libkf6widgetsaddons6:amd64	6.24.0-0ubuntu1
libkf6windowsystem-data	6.24.0-0ubuntu1
libkf6windowsystem6:amd64	6.24.0-0ubuntu1
libkf6xmlgui-data	6.24.0-0ubuntu1
libkf6xmlgui6:amd64	6.24.0-0ubuntu1
libkglobalacceld0:amd64	6.6.5-0ubuntu0.1
libkirigami-data	6.24.0-0ubuntu1
libkirigami6:amd64	6.24.0-0ubuntu1
libkirigamicontrols6:amd64	6.24.0-0ubuntu1
libkirigamidelegates6:amd64	6.24.0-0ubuntu1
libkirigamidialogs6:amd64	6.24.0-0ubuntu1
libkirigamilayouts6:amd64	6.24.0-0ubuntu1
libkirigamilayoutsprivate6:amd64	6.24.0-0ubuntu1
libkirigamiplatform6:amd64	6.24.0-0ubuntu1
libkirigamipolyfill6:amd64	6.24.0-0ubuntu1
libkirigamiprimitives6:amd64	6.24.0-0ubuntu1
libkirigamiprivate6:amd64	6.24.0-0ubuntu1
libkirigamitemplates6:amd64	6.24.0-0ubuntu1
libklibc:amd64	2.0.14-1ubuntu2
libkmod2:amd64	34.2-2ubuntu2
libkpipewire-data	6.6.4-0ubuntu1
libkpipewire6:amd64	6.6.4-0ubuntu1
libkpipewiredmabuf6:amd64	6.6.4-0ubuntu1
libkpipewirerecord6:amd64	6.6.4-0ubuntu1
libkquickimageeditor1:amd64	0.6.0-2ubuntu0.1
libkrb5-3:amd64	1.22.1-2ubuntu4.1
libkrb5support0:amd64	1.22.1-2ubuntu4.1
libksba8:amd64	1.6.7-2build1
libkscreen-bin	4:6.6.4-0ubuntu1
libkscreen-data	4:6.6.4-0ubuntu1
libkscreenlocker6:amd64	6.6.5-0ubuntu0.1
libkwaylandclient6:amd64	4:6.6.4-0ubuntu1
libkwin6	4:6.6.6-0ubuntu0.1
libkworkspace6-6	4:6.6.6-0ubuntu0.1
liblayershellqtinterface6:amd64	6.6.4-0ubuntu1
liblcms2-2:amd64	2.17-1ubuntu0.2
libldap-common	2.6.10+dfsg-1ubuntu5
libldap2:amd64	2.6.10+dfsg-1ubuntu5
liblerc4:amd64	4.0.0+ds-5ubuntu2
liblilv-0-0:amd64	0.26.2-1
libllvm21:amd64	1:21.1.8-6ubuntu1
liblmdb0:amd64	0.9.31-1build2
liblocale-gettext-perl	1.07-8
libltdl7:amd64	2.5.4-9
liblua5.4-0:amd64	5.4.8-1build1
liblz4-1:amd64	1.10.0-8
liblzma5:amd64	5.8.3-1
liblzo2-2:amd64	2.10-3build2
libmagic-mgc	1:5.46-5build2
libmagic1t64:amd64	1:5.46-5build2
libmbedcrypto16:amd64	3.6.5-0.1ubuntu2
libmd0:amd64	1.1.0-2build4
libmd4c0:amd64	0.5.2-2build1
libminizip1t64:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3.1
libmm-glib0:amd64	1.25.95-1ubuntu1
libmnl0:amd64	1.0.5-3build1
libmount1:amd64	2.41.3-3ubuntu2.2
libmp3lame0:amd64	3.101~svn6525+dfsg-2
libmpg123-0t64:amd64	1.33.3-2
libmtdev1t64:amd64	1.1.7-1build1
libmysofa1:amd64	1.3.3+dfsg-1ubuntu2
libncurses6:amd64	6.6+20251231-1
libncursesw6:amd64	6.6+20251231-1
libndp0:amd64	1.9-1build1
libnetplan1:amd64	1.2-1ubuntu5
libnettle8t64:amd64	3.10.2-1
libnewt0.52:amd64	0.52.25-1ubuntu3
libnghttp2-14:amd64	1.68.0-2ubuntu0.2
libnm0:amd64	1.54.3-2ubuntu3
libnorm1t64:amd64	1.5.9+dfsg-4
libnpth0t64:amd64	1.8-3build1
libnspr4:amd64	2:4.38.2-1ubuntu1
libnss3:amd64	2:3.120-1ubuntu2.1
libnuma1:amd64	2.0.19-1build1
liboeffis1:amd64	1.5.0-3
libogg0:amd64	1.3.6-2
libopenblas0:amd64	0.3.32+ds-5
libopenblas0-pthread:amd64	0.3.32+ds-5
libopenconnect5:amd64	9.12-3.3
libopencv-core410:amd64	4.10.0+dfsg-7ubuntu5
libopencv-imgproc410:amd64	4.10.0+dfsg-7ubuntu5
libopengl0:amd64	1.7.0-3
libopenjp2-7:amd64	2.5.4-1ubuntu0.1
libopenmpt0t64:amd64	0.8.4-1
libopus0:amd64	1.6.1-1
liborc-0.4-0t64:amd64	1:0.4.42-2
libp11-kit0:amd64	0.26.2-2
libpackagekitqt6-2:amd64	1.1.4-1
libpam-modules:amd64	1.7.0-5ubuntu3
libpam-modules-bin	1.7.0-5ubuntu3
libpam-runtime	1.7.0-5ubuntu3
libpam-systemd:amd64	259.5-0ubuntu3.4
libpam0g:amd64	1.7.0-5ubuntu3
